route	source_lexicality	label	relative_position	interpolated_error_rate	n_items_x_seeds_total
ltm	real	Real words	0.4444444444444445	0.012185858808543995	3200
ltm	real	Real words	0.4545454545454546	0.012610496941075458	3200
ltm	real	Real words	0.4646464646464647	0.013002203766570925	3200
ltm	real	Real words	0.4747474747474748	0.013345337880385326	3200
ltm	real	Real words	0.48484848484848486	0.01362425787787358	3200
ltm	real	Real words	0.494949494949495	0.013823322354390613	3200
ltm	real	Real words	0.5050505050505051	0.013940423518935915	3200
ltm	real	Real words	0.5151515151515152	0.01404698674068509	3200
ltm	real	Real words	0.5252525252525253	0.014155892796962588	3200
ltm	real	Real words	0.5353535353535354	0.014267140528331987	3200
ltm	real	Real words	0.5454545454545455	0.014380728775356875	3200
ltm	real	Real words	0.5555555555555556	0.014496656378600823	3200
ltm	real	Real words	0.5656565656565657	0.014614922178627414	3200
ltm	real	Real words	0.5757575757575758	0.01474062369036386	3200
ltm	real	Real words	0.5858585858585859	0.014911945761673526	3200
ltm	real	Real words	0.595959595959596	0.01512913920168688	3200
ltm	real	Real words	0.6060606060606061	0.015382883324437293	3200
ltm	real	Real words	0.6161616161616162	0.015663857443958155	3200
ltm	real	Real words	0.6262626262626263	0.01596331093052323	3200
ltm	real	Real words	0.6363636363636365	0.01631388310224712	3200
ltm	real	Real words	0.6464646464646465	0.016723828396913706	3200
ltm	real	Real words	0.6565656565656566	0.017171953499603855	3200
ltm	real	Real words	0.6666666666666667	0.017637065095398433	3200
ltm	real	Real words	0.6767676767676768	0.018084021849231916	3200
ltm	real	Real words	0.686868686868687	0.01848157813241386	3200
ltm	real	Real words	0.696969696969697	0.01881438418958767	3200
ltm	real	Real words	0.7070707070707072	0.019067090265396793	3200
ltm	real	Real words	0.7171717171717172	0.019226387727890936	3200
ltm	real	Real words	0.7272727272727273	0.01931480232452246	3200
